0.70,-0.20,8.10
0.68,-0.25,8.12
0.74,-0.20,8.16
0.72,-0.20,8.13
0.68,-0.14,8.07
0.75,-0.23,8.13
0.71,-0.27,8.15
0.74,-0.20,8.02
0.72,-0.17,8.14
0.68,-0.20,8.13
0.71,-0.24,8.08
0.76,-0.16,8.03
0.73,-0.18,8.09
0.73,-0.21,8.23
0.72,-0.23,8.08
0.70,-0.22,8.14
0.72,-0.15,8.11
0.70,-0.18,8.10
0.79,-0.17,8.15
0.75,-0.22,8.03
0.72,-0.20,8.11
0.71,-0.19,8.08
0.66,-0.13,8.14
0.72,-0.14,8.10
0.74,-0.22,8.10
0.70,-0.19,8.17
0.66,-0.20,8.13
0.76,-0.23,8.10
0.71,-0.17,8.15
0.77,-0.16,8.10
0.72,-0.23,8.05
0.70,-0.22,8.08
0.72,-0.17,8.09
0.70,-0.22,8.13
0.77,-0.18,8.06
0.72,-0.18,8.10
0.70,-0.15,8.15
0.70,-0.24,8.11
0.66,-0.21,8.20
0.69,-0.20,8.07
0.75,-0.21,8.09
0.70,-0.27,8.14
0.68,-0.21,8.12
0.72,-0.19,8.10
0.79,-0.15,8.11
0.71,-0.16,8.05
0.73,-0.22,8.11
0.66,-0.16,8.11
0.72,-0.20,8.14
0.66,-0.17,8.15
0.76,-0.20,8.11
0.70,-0.21,8.11
0.65,-0.16,8.14
0.71,-0.19,8.09
0.75,-0.18,8.17
0.74,-0.20,8.14
0.70,-0.16,8.06
0.72,-0.18,8.13
0.72,-0.17,8.22
0.76,-0.18,8.15
0.74,-0.19,8.16
0.76,-0.17,8.11
0.74,-0.15,8.16
0.70,-0.15,8.09
0.68,-0.18,8.07
0.70,-0.14,8.12
0.68,-0.13,8.05
0.74,-0.23,8.13
0.74,-0.28,8.10
0.70,-0.16,8.08
0.72,-0.20,8.08
0.72,-0.20,8.08
0.76,-0.21,8.10
0.75,-0.20,8.05
0.74,-0.17,8.08
0.73,-0.11,8.15
0.69,-0.17,8.15
0.72,-0.20,8.02
0.69,-0.18,8.09
0.74,-0.16,8.15
0.73,-0.16,8.16
0.67,-0.21,8.16
0.73,-0.14,8.18
0.75,-0.18,8.08
0.74,-0.20,8.14
0.73,-0.18,8.04
0.76,-0.19,8.14
0.71,-0.23,8.09
0.74,-0.14,8.18
0.72,-0.16,8.12
0.68,-0.21,8.18
0.68,-0.17,8.08
0.74,-0.15,8.05
0.77,-0.17,8.11
0.74,-0.17,8.00
0.73,-0.19,8.01
0.74,-0.14,8.10
0.67,-0.20,8.17
0.70,-0.18,8.13
0.71,-0.19,8.07
0.68,-0.26,8.10
0.68,-0.22,8.21
0.75,-0.25,8.19
0.77,-0.18,8.11
0.72,-0.19,8.12
0.71,-0.17,8.13
0.67,-0.20,8.19
0.69,-0.21,8.20
0.76,-0.20,8.11
0.69,-0.20,8.09
0.73,-0.18,8.09
0.75,-0.16,8.16
0.74,-0.24,8.14
0.69,-0.25,8.11
0.70,-0.17,8.21
0.71,-0.19,8.16
0.69,-0.14,8.15
0.74,-0.17,8.10
0.74,-0.22,8.10
0.71,-0.19,8.13
0.71,-0.21,8.10
0.72,-0.16,8.05
